source,series,frequency_hz,sine_v_rms,input_mode,coupling,sensitivity_a,time_constant_s,settling_s,n,current_rms_a,current_sd_a,g_magnitude_s,g_sd_s,g_real_s,g_imag_s,phase_deg,pair_difference_fraction
map_20260924T100133Z.jsonl,map,333.0,0.004,current_1e6,DC,1e-08,0.1,1.5,3,3.96361e-09,0.0,9.909024999999999e-07,0.0,9.910149999999997e-07,-2.6526999999999997e-09,-0.15336614614006172,0.00011711576245318606
map_20260924T100133Z.jsonl,map,333.0,0.01,current_1e6,DC,2e-08,0.1,1.5,3,9.8899e-09,0.0,9.889900000000001e-07,0.0,9.890809999999999e-07,-2.758813333333333e-09,-0.15981294812168126,9.590342599470379e-05
map_20260924T100133Z.jsonl,map,333.0,0.02,current_1e6,DC,5.0000000000000004e-08,0.1,1.5,3,1.97598e-08,0.0,9.879899999999998e-07,0.0,9.8808e-07,-2.8194449999999995e-09,-0.16349066941295462,9.51655138920892e-05
map_20260924T100133Z.jsonl,map,333.0,0.05,current_1e6,DC,1.0000000000000001e-07,0.1,1.5,3,4.935423333333333e-08,2.1361959960025094e-12,9.870846666666665e-07,4.2723919920050186e-11,9.87158e-07,-2.8376399999999997e-09,-0.16469941788790476,7.842468199360793e-05
map_20260924T100133Z.jsonl,map,333.0,0.1,current_1e6,DC,2.0000000000000002e-07,0.1,1.5,3,9.8597e-08,0.0,9.8597e-07,0.0,9.860419999999999e-07,-2.8376399999999997e-09,-0.16488582327035745,7.716571876602548e-05
map_20260924T100133Z.jsonl,map,333.0,0.2,current_1e6,DC,5e-07,0.1,1.5,3,1.9704366666666666e-07,1.674315780650285e-11,9.852183333333333e-07,8.371578903251425e-11,9.853633333333333e-07,-2.7648799999999997e-09,-0.16076865634043358,0.00015111274780586705
map_20260924T100133Z.jsonl,map,333.0,0.5,current_1e6,DC,1e-06,0.1,1.5,3,4.9244e-07,0.0,9.8488e-07,0.0,9.849979999999998e-07,-2.7939799999999995e-09,-0.16252097233376916,0.00012383498620379405
map_20260924T100133Z.jsonl,map,1033.0,0.004,current_1e6,DC,1e-08,0.1,1.5,3,3.96543e-09,0.0,9.913575e-07,0.0,9.9147e-07,-8.2992e-09,-0.4795889214747643,0.00014851760181492727
map_20260924T100133Z.jsonl,map,1033.0,0.01,current_1e6,DC,2e-08,0.1,1.5,3,9.89445e-09,0.0,9.89445e-07,0.0,9.89445e-07,-8.549289999999999e-09,-0.4950513118496136,3.732834026570424e-05
map_20260924T100133Z.jsonl,map,1033.0,0.02,current_1e6,DC,5.0000000000000004e-08,0.1,1.5,3,1.97689e-08,0.0,9.884450000000001e-07,0.0,9.885349999999998e-07,-8.64025e-09,-0.5007786805395062,0.0001292526704837152
map_20260924T100133Z.jsonl,map,1033.0,0.05,current_1e6,DC,1.0000000000000001e-07,0.1,1.5,3,4.93785e-08,0.0,9.875699999999999e-07,0.0,9.87644e-07,-8.731179999999998e-09,-0.5065051096669312,0.0001140100051434556
map_20260924T100133Z.jsonl,map,1033.0,0.1,current_1e6,DC,2.0000000000000002e-07,0.1,1.5,3,9.86552e-08,0.0,9.86552e-07,0.0,9.865519999999997e-07,-8.731179999999998e-09,-0.5070657235180904,3.916223065927022e-05
map_20260924T100133Z.jsonl,map,1033.0,0.2,current_1e6,DC,5e-07,0.1,1.5,3,1.9715e-07,0.0,9.857499999999998e-07,0.0,9.858949999999998e-07,-8.7312e-09,-0.5074047764538179,0.00018631651008787074
map_20260924T100133Z.jsonl,map,1033.0,0.5,current_1e6,DC,1e-06,0.1,1.5,3,4.927116666666666e-07,3.34863156130057e-11,9.854233333333333e-07,6.69726312260114e-11,9.85462e-07,-8.7312e-09,-0.5076277122682794,7.848926506518101e-05
map_20260924T100133Z.jsonl,map,3333.0,0.004,current_1e6,DC,1e-08,0.1,1.5,3,3.987556666666667e-09,2.655811238273571e-13,9.968891666666666e-07,6.639528095683927e-11,9.966616666666666e-07,-2.6906083333333335e-08,-1.5463930526401986,0.00013603812455879617
map_20260924T100133Z.jsonl,map,3333.0,0.01,current_1e6,DC,2e-08,0.1,1.5,3,9.950536666666665e-09,5.253887449619326e-13,9.950536666666665e-07,5.253887449619326e-11,9.946896666666668e-07,-2.7951999999999998e-08,-1.6096580842851416,2.8807734988967536e-05
map_20260924T100133Z.jsonl,map,3333.0,0.02,current_1e6,DC,5.0000000000000004e-08,0.1,1.5,3,1.98792e-08,1.0392304845402123e-12,9.939599999999999e-07,5.1961524227010615e-11,9.936899999999998e-07,-2.8194499999999998e-08,-1.6252478752288728,0.00013069778824981065
map_20260924T100133Z.jsonl,map,3333.0,0.05,current_1e6,DC,1.0000000000000001e-07,0.1,1.5,3,4.9655e-08,0.0,9.930999999999999e-07,0.0,9.928079999999998e-07,-2.83764e-08,-1.6371800396467708,0.00011423199872937078
map_20260924T100133Z.jsonl,map,3333.0,0.1,current_1e6,DC,2.0000000000000002e-07,0.1,1.5,3,9.92081e-08,0.0,9.92081e-07,0.0,9.917179999999998e-07,-2.8473366666666665e-08,-1.644576067271364,4.603191011757848e-05
map_20260924T100133Z.jsonl,map,3333.0,0.2,current_1e6,DC,5e-07,0.1,1.5,3,1.98285e-07,0.0,9.91425e-07,0.0,9.911349999999998e-07,-2.83764e-08,-1.6399420324883924,0.00011713230180076544
map_20260924T100133Z.jsonl,map,3333.0,0.5,current_1e6,DC,1e-06,0.1,1.5,3,4.95467e-07,0.0,9.90934e-07,0.0,9.907019999999997e-07,-2.85218e-08,-1.6490604648384932,0.00018011181792442315
map_20260924T100133Z.jsonl,map,10330.0,0.004,current_1e6,DC,1e-08,0.1,1.5,3,4.22933e-09,3.2285135898741303e-12,1.0573325e-06,8.071283974685325e-10,1.0534291666666665e-06,-9.231425e-08,-5.008157930606848,0.00012652443049650228
map_20260924T100133Z.jsonl,map,10330.0,0.01,current_1e6,DC,2e-08,0.1,1.5,3,1.0537733333333333e-08,6.05006887013151e-12,1.0537733333333332e-06,6.05006887013151e-10,1.049503333333333e-06,-9.646776666666666e-08,-5.251730060405943,0.00014634531019018548
map_20260924T100133Z.jsonl,map,10330.0,0.02,current_1e6,DC,5.0000000000000004e-08,0.1,1.5,3,2.1047633333333335e-08,4.819059382631191e-12,1.0523816666666667e-06,2.4095296913155954e-10,1.0480466666666666e-06,-9.643733333333331e-08,-5.257338683164284,8.794248695677646e-05
map_20260924T100133Z.jsonl,map,10330.0,0.05,current_1e6,DC,1.0000000000000001e-07,0.1,1.5,3,5.25751e-08,2.0784609690804247e-12,1.0515019999999999e-06,4.156921938160849e-11,1.0471599999999999e-06,-9.643126666666668e-08,-5.261436129267775,8.438014974718605e-05
map_20260924T100133Z.jsonl,map,10330.0,0.1,current_1e6,DC,2.0000000000000002e-07,0.1,1.5,3,1.0504566666666667e-07,4.618802153522243e-12,1.0504566666666667e-06,4.618802153522243e-11,1.0460933333333332e-06,-9.660103333333332e-08,-5.275990724525995,8.328603605335468e-05
map_20260924T100133Z.jsonl,map,10330.0,0.2,current_1e6,DC,5e-07,0.1,1.5,3,2.0994633333333334e-07,1.674315780650285e-11,1.0497316666666666e-06,8.371578903251425e-11,1.045415e-06,-9.647999999999997e-08,-5.272817442344719,0.00011993647268247916
map_20260924T100133Z.jsonl,map,10330.0,0.5,current_1e6,DC,1e-06,0.1,1.5,3,5.24687e-07,0.0,1.049374e-06,0.0,1.045068e-06,-9.67416e-08,-5.2887790052284425,0.00015448965969617315
map_20260924T100133Z.jsonl,map,33330.0,0.004,current_1e6,DC,2e-08,0.1,1.5,3,8.931596666666667e-09,1.3856887577422944e-12,2.2328991666666666e-06,3.464221894355736e-10,1.6513466666666669e-06,-1.5030991666666666e-06,-42.30928620139995,4.1539775652171666e-05
map_20260924T100133Z.jsonl,map,33330.0,0.01,current_1e6,DC,5.0000000000000004e-08,0.1,1.5,3,2.2234233333333336e-08,3.787259343288145e-12,2.2234233333333337e-06,3.787259343288145e-10,1.63334e-06,-1.5087399999999999e-06,-42.729110810168315,4.9013977961871586e-05
map_20260924T100133Z.jsonl,map,33330.0,0.02,current_1e6,DC,1.0000000000000001e-07,0.1,1.5,3,4.44515e-08,2.0784609690804247e-12,2.222575e-06,1.0392304845402123e-10,1.6287966666666668e-06,-1.5125016666666664e-06,-42.8798030871296,8.099554256854826e-05
map_20260924T100133Z.jsonl,map,33330.0,0.05,current_1e6,DC,5e-07,0.1,1.5,3,1.1097300000000001e-07,1.6209363407021978e-23,2.2194600000000003e-06,3.2418726814043954e-22,1.624002e-06,-1.5128259999999996e-06,-42.97016272271829,2.2645800391521432e-06
map_20260924T100133Z.jsonl,map,33330.0,0.1,current_1e6,DC,5e-07,0.1,1.5,3,2.21714e-07,0.0,2.2171399999999997e-06,0.0,1.62187e-06,-1.5121433333333334e-06,-42.99480497239446,0.00013526916332121138
map_20260924T100133Z.jsonl,map,33330.0,0.2,current_1e6,DC,1e-06,0.1,1.5,3,4.4319500000000007e-07,6.483745362808791e-23,2.2159750000000004e-06,3.2418726814043954e-22,1.6208e-06,-1.5114666666666664e-06,-43.000873826934914,9.967070832931813e-05
map_20260924T100133Z.jsonl,map,70000.0,0.004,current_1e6,DC,1e-08,0.1,1.5,3,1.87691e-09,2.15306757906022e-12,4.6922749999999996e-07,5.38266894765055e-10,-4.300416666666666e-07,-1.8769783333333332e-07,-156.42044912325602,-1.847426902364414e-05
map_20260924T100133Z.jsonl,map,70000.0,0.01,current_1e6,DC,1e-08,0.1,1.5,3,4.6949933333333334e-09,2.7746411179346823e-12,4.6949933333333333e-07,2.7746411179346824e-10,-4.335743333333333e-07,-1.8014133333333334e-07,-157.43810732934142,1.8097449361986436e-05
map_20260924T100133Z.jsonl,map,70000.0,0.02,current_1e6,DC,2e-08,0.1,1.5,3,9.391196666666667e-09,5.253887449628877e-13,4.6955983333333336e-07,2.6269437248144385e-11,-4.360296666666666e-07,-1.742145e-07,-158.22095146004554,-3.1464689630380656e-05
map_20260924T100133Z.jsonl,map,70000.0,0.05,current_1e6,DC,5.0000000000000004e-08,0.1,1.5,3,2.3445066666666665e-08,1.850225211516185e-12,4.689013333333333e-07,3.7004504230323695e-11,-4.3619599999999994e-07,-1.7200479999999997e-07,-158.47923663343488,-3.606485597341336e-05
map_20260924T100133Z.jsonl,map,70000.0,0.1,current_1e6,DC,1.0000000000000001e-07,0.1,1.5,3,4.6881666666666667e-08,2.136195995998689e-12,4.6881666666666667e-07,2.1361959959986888e-11,-4.362566666666666e-07,-1.7166499999999997e-07,-158.52058954973563,-7.177528231298235e-07
map_20260924T100133Z.jsonl,map,70000.0,0.2,current_1e6,DC,2.0000000000000002e-07,0.1,1.5,3,9.36954e-08,4.156921938160849e-12,4.68477e-07,2.0784609690804246e-11,-4.3612299999999994e-07,-1.7105899999999997e-07,-158.58357225463135,-1.4231884863137566e-05
map_20260924T100133Z.jsonl,map,70000.0,0.5,current_1e6,DC,5e-07,0.1,1.5,3,2.34258e-07,0.0,4.68516e-07,0.0,-4.3644199999999996e-07,-1.703748e-07,-158.67571131344405,4.440807262360958e-06
map_20260924T100133Z.jsonl,map,102000.0,0.004,current_1e6,DC,1e-08,0.1,1.5,3,7.279023333333333e-10,1.8378708696024577e-12,1.8197558333333334e-07,4.5946771740061444e-10,-1.7511649999999998e-07,-4.941616666666667e-08,-164.2414517536533,-0.00011123680899017031
map_20260924T100133Z.jsonl,map,102000.0,0.01,current_1e6,DC,5e-09,0.1,1.5,3,1.8116466666666668e-09,1.1197023413985906e-12,1.8116466666666668e-07,1.1197023413985906e-10,-1.7573033333333334e-07,-4.401973333333333e-08,-165.93701639395627,-2.6652371276820535e-05
map_20260924T100133Z.jsonl,map,102000.0,0.02,current_1e6,DC,1e-08,0.1,1.5,3,3.6260166666666666e-09,2.3342307797930394e-12,1.8130083333333332e-07,1.1671153898965196e-10,-1.7634399999999998e-07,-4.2079466666666663e-08,-166.5789716357539,-3.201020066607517e-05
map_20260924T100133Z.jsonl,map,102000.0,0.05,current_1e6,DC,2e-08,0.1,1.5,3,9.088943333333332e-09,1.8943160595144375e-12,1.8177886666666662e-07,3.7886321190288745e-11,-1.767706e-07,-4.232213333333333e-08,-166.53577949133077,-6.882626149534303e-05
map_20260924T100133Z.jsonl,map,102000.0,0.1,current_1e6,DC,5.0000000000000004e-08,0.1,1.5,3,1.818333333333333e-08,1.0969655114603866e-12,1.818333333333333e-07,1.0969655114603866e-11,-1.7675199999999994e-07,-4.2704099999999995e-08,-166.41736762285856,2.3417636854916475e-05
map_20260924T100133Z.jsonl,map,102000.0,0.2,current_1e6,DC,1.0000000000000001e-07,0.1,1.5,3,3.6364266666666664e-08,2.1361959960025094e-12,1.8182133333333331e-07,1.0680979980012546e-11,-1.767645e-07,-4.257071666666667e-08,-166.45914974715492,-1.577309747506985e-05
map_20260924T100133Z.jsonl,map,102000.0,0.5,current_1e6,DC,2.0000000000000002e-07,0.1,1.5,3,9.09766e-08,4.156921938160849e-12,1.819532e-07,8.313843876321699e-12,-1.7700553333333332e-07,-4.214746666666666e-08,-166.60649379514714,6.052888848349947e-06
map_refine_20260924T101312Z.jsonl,map,38000.0,0.004,current_1e6,DC,2e-08,0.1,1.5,3,1.0647833333333332e-08,3.803068936180086e-12,2.661958333333333e-06,9.507672340450214e-10,9.051024999999999e-07,-2.503475e-06,-70.12312780539669,4.060324908776822e-05
map_refine_20260924T101312Z.jsonl,map,38000.0,0.01,current_1e6,DC,5.0000000000000004e-08,0.1,1.5,3,2.64925e-08,2.749545416973806e-12,2.64925e-06,2.749545416973806e-10,8.868236666666666e-07,-2.496453333333333e-06,-70.44326115777807,1.4953083809807595e-05
map_refine_20260924T101312Z.jsonl,map,38000.0,0.02,current_1e6,DC,1.0000000000000001e-07,0.1,1.5,3,5.295463333333333e-08,3.650114153464928e-12,2.6477316666666666e-06,1.8250570767324642e-10,8.7876e-07,-2.4976049999999995e-06,-70.61603434339571,-1.6625600755676465e-05
map_refine_20260924T101312Z.jsonl,map,38000.0,0.05,current_1e6,DC,5e-07,0.1,1.5,3,1.32132e-07,0.0,2.64264e-06,0.0,8.750599999999998e-07,-2.4940266666666667e-06,-70.66594985209377,0.00016844235323758934
map_refine_20260924T101312Z.jsonl,map,38000.0,0.1,current_1e6,DC,5e-07,0.1,1.5,3,2.64032e-07,0.0,2.64032e-06,0.0,8.734099999999998e-07,-2.491599999999999e-06,-70.68230230400432,-2.6832862735768188e-05
map_refine_20260924T101312Z.jsonl,map,38000.0,0.2,current_1e6,DC,1e-06,0.1,1.5,3,5.27772e-07,0.0,2.63886e-06,0.0,8.712766666666667e-07,-2.491015e-06,-70.72181030268084,5.0020454244142916e-05
pilot_20260924T094813Z.jsonl,pilot,13.033,0.004,current_1e6,DC,1e-06,0.1,1.5,3,3.95815e-09,0.0,9.895374999999999e-07,0.0,1.00409e-06,0.0,0.0,0.014706365347447764
pilot_20260924T094813Z.jsonl,pilot,13.033,0.01,current_1e6,DC,1e-06,0.1,1.5,3,9.89536e-09,0.0,9.89536e-07,0.0,9.95357e-07,0.0,0.0,0.005882555056107142
pilot_20260924T094813Z.jsonl,pilot,13.033,0.02,current_1e6,DC,1e-06,0.1,1.5,3,1.97907e-08,0.0,9.89535e-07,0.0,9.924449999999998e-07,0.0,0.0,0.002940775212599715
